filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
00001353.wav,0.4980977475643158,0.010668677277863026,1355.627581578095,1632.530756416593,2984.9216257613107,0.0574132649361949,-357.0657653808594,169.75279235839844,-46.8616943359375,67.45484161376953,-26.683231353759766,34.46708297729492,-21.463878631591797,19.8101749420166,-2.228391170501709,8.859835624694824,5.251961708068848,-6.062041282653809,7.38723087310791,-9.862085342407227,9.058959007263184,-7.534759521484375,6.535229206085205,-7.786105632781982,0.8415528535842896,-5.342541217803955,abnormal
00001435.wav,0.547494113445282,0.005378189962357283,2092.6224017936574,1828.0594998314725,4161.029208508556,0.1383943137325986,-377.3156433105469,148.1940155029297,-77.07183837890625,70.39168548583984,-44.996620178222656,42.485145568847656,-34.421417236328125,18.525039672851562,-13.466573715209961,9.512151718139648,1.768499732017517,-6.725280284881592,8.314228057861328,-12.81975269317627,10.248579025268555,-13.006725311279297,10.58812427520752,-9.434364318847656,8.421089172363281,-1.956536054611206,abnormal
00001421.wav,0.19931943714618683,0.010700211860239506,1204.4311563498316,1604.8419888647868,2387.2878072433296,0.04351027769721578,-406.92633056640625,171.3545684814453,-22.173463821411133,48.84794998168945,-37.85588455200195,29.51972198486328,-25.64314079284668,17.226991653442383,-8.643903732299805,4.844582557678223,-4.345550537109375,-14.506110191345215,-4.36456298828125,-16.43478012084961,5.8442301750183105,-15.634044647216797,10.232362747192383,-0.30371716618537903,11.974639892578125,2.435612678527832,abnormal
00001347.wav,0.6306157112121582,0.009863081388175488,1470.7615771871879,1672.9282653193563,3238.4488630184164,0.07052888449825986,-352.41119384765625,169.7184600830078,-56.84169387817383,66.46522521972656,-32.4571533203125,45.15540313720703,-17.568113327026367,19.789594650268555,-10.416654586791992,4.700685501098633,3.2416460514068604,-2.55047345161438,11.81477165222168,-10.915583610534668,6.584900856018066,-11.403390884399414,8.936229705810547,-5.2640180587768555,7.075547218322754,-4.117051601409912,abnormal
00000059.wav,0.3346574604511261,0.00912320427596569,1375.2525213053136,1677.4417161164847,2785.2523768307715,0.07098771026682135,-375.9831848144531,176.4646759033203,-42.045616149902344,51.75351333618164,-41.08110046386719,42.25199890136719,-24.861276626586914,25.51186752319336,-12.319400787353516,2.9838435649871826,1.403477668762207,4.838638782501221,16.043678283691406,-7.186186790466309,12.683148384094238,-15.059711456298828,9.484855651855469,-8.006330490112305,9.391083717346191,-2.548032522201538,abnormal
00000071.wav,0.364313006401062,0.009022368118166924,1366.8680341484494,1698.6995057930371,3012.450152262181,0.0669862964037123,-375.3155517578125,167.1302947998047,-29.630748748779297,46.85270309448242,-40.540122985839844,31.59488296508789,-14.697516441345215,25.14971923828125,-3.1473941802978516,11.171684265136719,-5.481881618499756,-7.95205545425415,11.416827201843262,-5.643994331359863,16.044574737548828,-5.146718978881836,10.767292976379395,-10.445709228515625,-0.46102219820022583,-6.643226146697998,abnormal
00000717.wav,0.604833722114563,0.009609146974980831,1143.7883749027008,1581.8952003153302,2596.199846378335,0.037151292415893274,-397.65667724609375,166.4009246826172,-27.31035041809082,60.138187408447266,-18.449861526489258,33.095359802246094,-10.280733108520508,18.161624908447266,-1.4790455102920532,8.076414108276367,5.1318440437316895,-4.401582717895508,6.891918659210205,-8.445709228515625,10.356362342834473,-6.1648359298706055,7.597433090209961,-2.1407663822174072,1.5164389610290527,0.33135002851486206,abnormal
00001409.wav,0.5898358225822449,0.008880768902599812,1794.36047510823,1654.7326513314304,3520.1291396280453,0.11359959578016242,-333.7496337890625,163.88809204101562,-80.05760955810547,68.62112426757812,-41.692710876464844,35.07011032104492,-27.89552879333496,17.269887924194336,-11.250234603881836,8.517969131469727,0.8351436257362366,-8.561480522155762,9.771383285522461,-10.046158790588379,12.143644332885742,-7.40624475479126,14.589324951171875,-3.8183934688568115,7.825257778167725,-0.6947001814842224,abnormal
00000703.wav,0.5331345796585083,0.008897687308490276,1025.1366072453407,1387.4017847650985,2186.969064947071,0.04011836571925754,-411.426513671875,176.30746459960938,-28.48635482788086,51.84238052368164,-14.584707260131836,25.286640167236328,-3.240283727645874,14.26981258392334,3.1763617992401123,3.024599313735962,2.385143995285034,-6.7351975440979,3.921074867248535,-6.52964448928833,6.736175537109375,-5.126613140106201,5.001170635223389,1.4889920949935913,1.2602983713150024,-0.837626039981842,abnormal
00000065.wav,0.4259274899959564,0.009084416553378105,1464.5222140406458,1953.2130647053582,3759.1177176986657,0.05390692974187935,-386.9415588378906,155.12771606445312,-14.507868766784668,56.796627044677734,-34.82271957397461,44.5750617980957,-21.395334243774414,19.825651168823242,-11.777502059936523,7.291969299316406,0.39966630935668945,-0.09187409281730652,6.2318644523620605,-16.264312744140625,5.98068904876709,-17.3386287689209,9.865703582763672,-6.631438255310059,6.584187030792236,-1.5936063528060913,abnormal
00001390.wav,0.33785125613212585,0.009112900123000145,1335.6818775180611,1662.692228023843,2598.4730731583527,0.06668381126740139,-381.5834045410156,176.2100067138672,-34.553001403808594,46.043701171875,-39.9761962890625,36.144432067871094,-28.39097023010254,24.870969772338867,-8.8506498336792,4.100399971008301,-6.55641508102417,-3.9011106491088867,13.36068058013916,-5.080810070037842,11.283418655395508,-19.92327117919922,3.2131965160369873,-16.96033477783203,-0.7640301585197449,-3.0365798473358154,abnormal
00000930.wav,0.5898212790489197,0.010368543677031994,1254.5266308760886,1413.3919921310148,2511.4909231801043,0.0661060306699536,-353.75958251953125,193.95883178710938,-61.831939697265625,58.35017395019531,-38.04344940185547,33.0772819519043,-20.166200637817383,14.172425270080566,-8.804409980773926,2.9133875370025635,-2.349391460418701,-7.884135723114014,6.59797477722168,-8.265679359436035,9.674332618713379,-12.128763198852539,7.211390495300293,-5.730022430419922,5.444957733154297,-2.4863038063049316,abnormal
00000924.wav,0.5634967684745789,0.010338770225644112,1651.9385555370059,1858.325811067633,3750.199674177059,0.0756858595562645,-340.2153015136719,159.59600830078125,-50.5981559753418,70.36832427978516,-35.7672119140625,43.39752197265625,-26.971738815307617,24.076353073120117,-9.579928398132324,9.893047332763672,3.6956558227539062,-3.801673650741577,8.126150131225586,-13.181991577148438,13.365983963012695,-11.562445640563965,10.431146621704102,-8.590619087219238,3.45811128616333,-4.808322906494141,abnormal
00001384.wav,0.6111006736755371,0.010219295509159565,1617.399785888976,1710.259139215329,3495.723177385441,0.08637706641531323,-333.73529052734375,170.76437377929688,-63.89606475830078,74.60507202148438,-40.9775505065918,39.22818374633789,-31.993261337280273,15.5853271484375,-12.312104225158691,5.96674919128418,0.8787542581558228,-7.419768810272217,7.782904148101807,-11.692255973815918,10.859207153320312,-11.989789009094238,8.792461395263672,-9.976144790649414,3.824122428894043,-4.141359806060791,abnormal
00000918.wav,0.6238709092140198,0.011287877336144447,768.6393595067468,1157.301916930691,1355.592576312355,0.03170655996229698,-408.219482421875,198.93312072753906,-12.256216049194336,45.40741729736328,-15.23414421081543,25.16128158569336,-8.76951789855957,4.447127342224121,0.004527718294411898,3.112351417541504,4.448940277099609,-4.004487991333008,4.978575706481934,-3.9799816608428955,6.252657413482666,-3.2193567752838135,1.8417795896530151,-0.2710739076137543,4.827371597290039,-0.19120696187019348,abnormal
00000529.wav,0.5713076591491699,0.009701324626803398,1156.4860270993406,1421.3885486162264,2464.552537249855,0.050512751957656615,-375.6542053222656,187.8828887939453,-49.862918853759766,62.52751541137695,-27.19227409362793,33.19983673095703,-13.49981689453125,11.43883228302002,-5.002092361450195,2.7501583099365234,4.215167045593262,-4.938591480255127,5.726126194000244,-6.819239616394043,8.617667198181152,-7.852982997894287,8.411602973937988,-3.4203569889068604,2.7370214462280273,-2.265617609024048,abnormal
00001151.wav,0.35344621539115906,0.009683684445917606,1663.63620723889,1789.8060276909016,3617.4782029437356,0.08383936339907193,-345.938232421875,162.88967895507812,-55.408016204833984,60.999656677246094,-43.433963775634766,38.47306823730469,-29.2143611907959,24.002063751220703,-5.996891975402832,11.559618949890137,-0.36074039340019226,-9.463869094848633,6.692205905914307,-9.906739234924316,15.038464546203613,-8.763561248779297,13.508940696716309,-9.834320068359375,0.8543866872787476,-9.827143669128418,abnormal
00001145.wav,0.575790286064148,0.010263604111969471,1421.878619101774,1683.811072151154,3183.341848988544,0.06068395627900232,-357.00927734375,165.41773986816406,-49.0286750793457,69.13168334960938,-26.525590896606445,39.31650924682617,-19.53847312927246,19.818696975708008,-2.892106771469116,11.209260940551758,5.497082710266113,-7.173677921295166,6.504366397857666,-10.445240020751953,9.73398494720459,-7.612668514251709,7.030445575714111,-9.08569049835205,1.3604083061218262,-3.8812220096588135,abnormal
00000515.wav,0.38958558440208435,0.009300672449171543,1360.4793379178764,1759.9258651840669,2943.478952925609,0.05894721577726218,-387.5046081542969,169.76638793945312,-28.541248321533203,50.43950653076172,-40.535953521728516,40.65769577026367,-26.943471908569336,21.8924560546875,-7.518735408782959,13.174302101135254,2.592175245285034,-6.20937967300415,2.0348496437072754,-13.504130363464355,12.771986961364746,-14.408791542053223,12.424881935119629,-5.18323278427124,7.554893493652344,-3.178162097930908,abnormal
00000273.wav,0.6055494546890259,0.010345378890633583,1090.1740680560258,1374.9206936396247,2310.297862891531,0.04565939493909513,-376.36578369140625,187.05645751953125,-45.37287902832031,59.0806999206543,-21.157182693481445,29.8106746673584,-8.825636863708496,10.6581392288208,-2.56008243560791,0.6340487599372864,3.5475311279296875,-5.007684707641602,5.174811363220215,-5.638308048248291,7.3835320472717285,-6.6432647705078125,7.942577838897705,-0.7017646431922913,3.2787485122680664,-0.391044557094574,abnormal
00000267.wav,0.27143627405166626,0.010674110613763332,1320.3924317691626,1752.7962961460328,2938.3579475420534,0.05790947650812065,-378.97503662109375,162.85940551757812,-21.840486526489258,50.76856994628906,-33.38560485839844,38.541290283203125,-20.36606788635254,19.9714412689209,-6.034816265106201,13.358110427856445,7.763046741485596,0.669776439666748,3.1971120834350586,-17.402912139892578,6.3271870613098145,-13.932560920715332,11.256233215332031,-1.1330113410949707,11.977194786071777,2.953211784362793,abnormal
00001179.wav,0.5582891702651978,0.010088506154716015,962.2243007831629,1386.627808621145,1889.4011813913862,0.040542071490719256,-400.3285827636719,187.39129638671875,-24.275585174560547,53.893611907958984,-22.921396255493164,30.846923828125,-11.718086242675781,12.474241256713867,-4.345426082611084,7.970492839813232,2.0519044399261475,-5.175557613372803,7.089954853057861,-5.147355079650879,9.413763046264648,-7.647850513458252,4.4953532218933105,-5.781871318817139,5.6617751121521,1.430002212524414,abnormal
00000501.wav,0.21542160212993622,0.01331424806267023,1112.1527202148932,1348.309056021065,2162.9627909295245,0.051766875725058004,-356.2819519042969,193.1499786376953,-48.30707550048828,54.162601470947266,-30.105976104736328,29.198997497558594,-19.515153884887695,8.450459480285645,-6.83202600479126,3.0473146438598633,4.122010707855225,-4.695985317230225,7.618024826049805,-6.687844753265381,7.403144836425781,-9.149696350097656,5.338718891143799,-5.337014198303223,0.9804965853691101,-5.281292915344238,abnormal
